Food Name	Category Name	Calcium	Calories	Carbs	Cholesterol	Copper	Fats	Fiber	Folate	Iron	Magnesium	Monounsaturated Fat	Net carbs	Omega-3 - DHA	Omega-3 - DPA	Omega-3 - EPA	Phosphorus	Polyunsaturated fat	Potassium	Protein	Saturated Fat	Selenium	Sodium	Trans Fat	Vitamin A (IU)	Vitamin A RAE	Vitamin B1	Vitamin B12	Vitamin B2	Vitamin B3	Vitamin B5	Vitamin B6	Vitamin C	Zinc	Choline	Fructose	Histidine	Isoleucine	Leucine	Lysine	Manganese	Methionine	Phenylalanine	Starch	Sugar	Threonine	Tryptophan	Valine	Vitamin D	Vitamin E	Vitamin K	Omega-3 - ALA	Omega-6 - Eicosadienoic acid	Omega-6 - Gamma-linoleic acid	Omega-3 - Eicosatrienoic acid	Omega-6 - Dihomo-gamma-linoleic acid	Omega-6 - Linoleic acid	Omega-6 - Arachidonic acid
Herbal tea	Beverages	0.008	0	0	0	0	0	0	1.00E-06	8.00E-05	0.003	0	0	0	0	0	0.001	0	0.02	0	0	0	0.004	0	0	0	0	0	0	4.00E-05	0	0	0	4.00E-05	0.0004	0					0.00048				0				0	0	0							
V8 juice	Beverages	0.016	21	4.1	0		0	0.8		0.0003		0	3.3					0	0.193	0.82	0		0.173	0	823								0.03												3.3					0								
Juice	Beverages	0.002	54	13	0	2.00E-05	0	0.2	4.00E-06	0.00011	0.003	0.01	13	0	0	0	0.004	0.01	0.042	0.2	0	0	0.002	0	44	2.00E-06	0.00038	0	0.00043	0.005	6.00E-05	0.0005	0.015	2.00E-05							1.00E-05				9.4					2.00E-05	0							
Sake	Beverages	0.005	134	5	0	1.00E-05	0	0	0	0.0001	0.006	0	5	0	0	0	0.006	0	0.025	0.5	0	1.40E-06	0.002	0	0	0	0	0	0	0		0	0	2.00E-05	0										0				0	0	0							
Grape juice	Beverages	0.012	62	15	0	3.00E-05	0	0	4.00E-06	0.0003	0.01	0	15	0	0	0	0.011	0	0.09	0	0	1.00E-07	0.01		77	4.00E-06	1.00E-05	0	2.00E-05	0.0002		6.00E-05	0.034	5.00E-05	0.0065		3.00E-05	1.00E-05	2.00E-05	2.00E-05	7.00E-05	3.00E-05	2.00E-05		15	2.00E-05		2.00E-05	0	0	1.70E-05							
Asparagus soup	Soups	0.023	69	8.5	0.004	0.0001	3.3	0.4	1.90E-05	0.00064	0.003	0.75	8.1	0	0	0	0.031	1.5	0.138	1.8	0.82	1.90E-06	0.669		441	2.60E-05	4.00E-05	4.00E-08	6.00E-05	0.00062	0.00011	1.00E-05	0.0022	0.0007	0.013		4.00E-05	8.00E-05	0.00013	9.00E-05	0.0003	3.00E-05	8.00E-05		0.72	6.00E-05	2.00E-05	9.00E-05	0	0.00049	2.20E-05							
Black bean soup	Soups	0.035	91	15	0	0.0003	1.3	6.8	6.60E-05	0.0015	0.033	0.48	8.6	0	0	0	0.075	0.41	0.25	4.8	0.34		0.97	0	445	2.20E-05	4.00E-05	0	4.00E-05	0.00041	0.00016	7.00E-05	0.0002	0.0011	0.016						0.0005				2.5					0.00036	1.80E-06		0					
Soup beans	Soups	0.032	95	11	0.009	0.00016	3.5	4.6	1.20E-05	0.0013	0.019	1.6	6.6				0.059	0.39	0.175	5.2	1.4	6.90E-06	0.4		1626	8.10E-05	6.00E-05	3.00E-08	6.00E-05	0.0007	4.00E-05	5.00E-05	0.0018	0.00044							0.00029																	
Celery soup	Soups	0.032	72	7	0.011	0.00011	4.5	0.6	2.00E-06	0.0005	0.005	1	6.4	0	0	0	0.03	2	0.098	1.3	1.1	1.80E-06	0.516		282	2.20E-05	2.00E-05	4.00E-08	4.00E-05	0.00027	0.00092	1.00E-05	0.0002	0.00012	0.009		3.00E-05	6.00E-05	0.0001	6.00E-05	0.0002	2.00E-05	6.00E-05		1.4	5.00E-05	2.00E-05	7.00E-05	0	0.0014	1.70E-05							
Broccoli cheese soup	Soups	0.032	81	9.7	0.004		3.6	0		0		2	9.7					0	0.234	1.6	1.6		0.661	0	806								0.001	0.0085											2.4													
Chicken cream soup	Soups	0.014	90	7.2	0.008	0.00013	5.8	0	2.00E-06	0.0011	0.004	2.1	7.2	0	0	0	0.031	1.1	0.049	2.4	1.7	1.90E-06	0.702		182	4.30E-05	1.00E-05	0	5.00E-05	0.00039	0.00019	0	0.0001	0.00029	0.01		7.00E-05	0.00014	0.00021	0.00017	7.00E-05	6.00E-05	0.00012		0.54	0.0001	3.00E-05	0.00014	0	0.00054	4.10E-06		0.01					
Chicken gumbo	Soups	0.019	45	6.7	0.003	0.0001	1.1	1.6	5.00E-06	0.00071	0.003	0.52	5.1				0.02	0.28	0.06	2.1	0.26	6.70E-06	0.693		98	5.00E-06	0.0002	2.00E-08	0.0003	0.00053	0.00016	5.00E-05	0.004	0.0003			5.00E-05	8.00E-05	0.00013	0.00013	0.0002	4.00E-05	8.00E-05		1.9	7.00E-05	2.00E-05	9.00E-05		0.00036	5.70E-06							
Chicken rice soup	Soups	0.014	53	5.4	0.005	0.0001	1.3	0.4	2.00E-06	0.00078	0.004	0.6	5	0	0	0	0.03	0.28	0.045	5.1	0.4	4.50E-06	0.37		2418	0.000122	1.00E-05	1.30E-07	4.00E-05	0.0017	0.00015	2.00E-05	0.0016	0.0004	0.0049						0.0001				0.6				0	0.00024	7.20E-06							
Chicken vegetable soup	Soups	0.014	33	4.7	0.003	2.00E-05	0.73	0.9	1.30E-05	0.00025	0.008	0.16	3.8	0	0	0	0.035	0.13	0.133	2	0.12	3.00E-06	0.229	0	1044	5.20E-05	2.00E-05	1.10E-07	0.0001	0.00091	0.00021	7.00E-05	0	0.00022	0.0077	0.27	5.00E-05	7.00E-05	0.00013	0.0001	6.00E-05	4.00E-05	6.00E-05	2.7	1	6.00E-05	2.00E-05	8.00E-05	0	0.00024	2.20E-06	0.01	0	0	0	0	0.12	
Manhattan Clam Chowder	Soups	0.028	56	7.8	0.006	0.0001	1.4	1.2	4.00E-06	0.0011	0.008	0.41	6.6	0	0	0	0.035	0.05	0.16	3	0.88	6.70E-06	0.417		1340	7.00E-05	2.00E-05	3.30E-06	3.00E-05	0.00077	0.0001	0.00011	0.0051	0.0007	0.0079						0.0001				1.7				0	0.00067	3.30E-06							
New England Clam Chowder	Soups	0.016	72	10	0.006	0.00024	2.1	0.7	1.40E-05	0.0025	0.013	0	9.6	0.01	0.01	0.01	0.26	0.96	0.221	3.2	0.96	6.30E-06	0.516	0.01	58	1.70E-05	0.00013	9.50E-06	0.00017	0.0016	0.00023	0.0001	0.0041	0.00037	0.0069						0.00017				0.38				0	0.00042	8.00E-07							
Lentil soup	Soups	0.017	56	8.2	0.003	7.00E-05	1.1		2.00E-05	0.0011	0.009	0.52	8.2				0.074	0.13	0.144	3.7	0.45	3.00E-07	0.532		145	7.00E-06	7.00E-05	1.20E-07	5.00E-05	0.00055	0.00014	9.00E-05	0.0017	0.0003							0.00012																	
Onion soup	Soups	0.022	46	6.7	0	0.0001	1.4	0.7	1.20E-05	0.00055	0.002	0.61	6	0	0	0	0.009	0.53	0.056	3.1	0.21	3.50E-06	0.516		11	3.00E-06	3.00E-05	0	2.00E-05	0.00049	0	4.00E-05	0.001	0.0005	0.004						0.0002				2.7				0	0.00022	4.00E-07							
Oyster stew	Soups	0.018	48	3.3	0.011	0.0013	3.1	0	2.00E-06	0.0008	0.004	0.74	3.3				0.039	0.13	0.04	1.7	2	6.80E-06	0.722		58	3.00E-06	2.00E-05	1.80E-06	3.00E-05	0.00019	0.0001	1.00E-05	0.0026	0.0084							0.0003																	
Potato soup	Soups	0.017	74	13	0.001	0.0002	1.9	1.3	2.00E-06	0.00034	0.013	0.44	11	0	0	0	0.041	0.33	0.165	1.5	0.97	1.90E-06	0.604		68	1.90E-05	3.00E-05	4.00E-08	3.00E-05	0.00043	0.0007	3.00E-05	0.0002	0.00015	0.0087		3.00E-05	6.00E-05	9.00E-05	7.00E-05	0.0003	2.00E-05	7.00E-05		1.4	5.00E-05	2.00E-05	7.00E-05	0	7.00E-05	1.10E-06							
Creamy Shrimp Soup	Soups	0.014	72	6.5	0.013	0.0001	4.1	0.2	3.00E-06	0.00042	0.007	1.2	6.3				0.026	0.15	0.047	2.2	2.6	4.50E-06	0.685		126	3.20E-05	2.00E-05	4.70E-07	2.00E-05	0.00034	0.00011	3.00E-05	0	0.0006	0.0069						0.0003																	
Turkey soup	Soups	0.021	57	6	0.004	0.0001	1.9		5.00E-06	0.00081	0.01	0.75	6				0.044	0.46	0.153	4.3	0.52		0.391		3032	0.000152	2.00E-05	9.00E-07	5.00E-05	0.0015	0.00039	0.00013	0.0027	0.0009			0.0001	0.00022	0.00033	0.00034	0.0001	9.00E-05	0.00018			0.00017	4.00E-05	0.00023										
Chunky Beef Soup	Soups	0.013	66	10	0.006	0.0001	1.1	0.6	6.00E-06	0.00097	0.002	0.47	9.5	0	0	0	0.05	0.05	0.14	4	0.55	2.50E-06	0.338		1088	5.40E-05	2.00E-05	2.60E-07	6.00E-05	0.0011	0.00018	6.00E-05	0.0029	0.0011	0.01		0.00012	0.00025	0.00037	0.00039	0.0001	0.0001	0.0002		0.67	0.00019	5.00E-05	0.00027	0	0.00028	3.10E-06							
Broth	Soups	0.187	267	18	0.013	0	14	0	3.20E-05	0.001	0.056	5.4	18	0	0	0	0.166	4.5	0.309	17	3.4	2.80E-05	23.875		2	0	0.0001	3.00E-07	0.00043	0.0025	0.0006	0.0001	0.0011	9.00E-05	0.115						0.00015				17				0	0.00046	0							
Beef consomme	Soups	0	16	0.81	0		0	0		0		0	0.81					0	0.032	3.2	0		0.653	0																					0.81													
Teriyaki sauce	Soups	0.025	89	16	0	0.0001	0.02	0.1	8.00E-06	0.0017	0.061	0	15	0	0	0	0.154	0	0.225	5.9	0	1.10E-06	3.833	0	0	0	3.00E-05	0	7.00E-05	0.0013	0.0002	0.0001	0	0.0001	0.02						0				14				0	0	0							
Au jus	Soups	0.004	16	2.5	0	0.0001	0.2	0	2.00E-06	0.0006	0.002	0.08	2.5				0.03	0.01	0.081	1.2	0.1	4.00E-07	0.478		0	0	2.00E-05	1.00E-07	6.00E-05	0.0009	2.00E-05	1.00E-05	0.001	0.001							0.0002																	
Chicken gravy	Soups	0.01	48	5.3	0.005	2.00E-05	2.6	0.1	2.00E-06	9.00E-05	0.003	1	5.2	0	0	0	0.02	0.41	0.042	0.71	0.64	4.00E-07	0.389	0.01	3	1.00E-06	2.00E-05	0	5.00E-05	0.00029	0.00014	3.00E-05	0	8.00E-05	0.0037	0					2.00E-05			4.9	0.3				0	0.0001	6.00E-07	0.02	0	0	0	0	0.38	
Mushroom gravy	Soups	0.007	50	5.5	0	0.0001	2.7	0.4	1.20E-05	0.00066	0.002	1.2	5.1				0.015	1	0.106	1.3	0.4	1.90E-06	0.57		0	0	3.00E-05	0	6.00E-05	0.00067	0.0011	2.00E-05	0	0.0007							0.0003																	
Onion gravy	Soups	0.28	322	68	0.002	0.00017	3	6	3.10E-05	0.001	0.034	0.9	62				0.203	0.14	0.262	9	1.9	6.10E-06	4.186		0	0	0.0002	7.00E-07	0.0004	0.0037	0.0001	0.0001	0.007	0.00088							0.0004																	
Turkey gravy	Soups	0.004	51	5.1	0.002	0.0001	2.1	0.4	2.00E-06	0.0007	0.002	0.9	4.7	0	0	0	0.029	0.49	0.109	2.6	0.62	6.00E-07	0.577		0	0	2.00E-05	1.00E-07	8.00E-05	0.0013	2.00E-05	1.00E-05	0	0.0008	0.0029						0.0002				0.21				0	5.00E-05	0							
Sofrito sauce	Soups	0.02	237	5.5		0.00017	18	1.7	4.30E-05	0.00094	0.025		3.8				0.139		0.401	13			1.145				0.00028		0.00021	0.0029	0.0006	0.00036	0.02	0.0014							0.00019																	
Spaghetti sauce	Soups	0.02	48	8.7	0		0.9			0.0009	0.013	0.21	8.7				0.025	0.51	0.292	1.2	0.16		0.59		335	1.70E-05	3.00E-05	0	0.00012	0.00073		6.00E-05	0.0039	0.00021		1.8									4.7													
Plum sauce	Soups	0.012	184	43	0	8.00E-05	1	0.7	6.00E-06	0.0014	0.012	0.24	42	0	0	0	0.022	0.59	0.259	0.89	153	4.00E-07	0.538		43	2.00E-06	2.00E-05	0	8.00E-05	0.001	6.00E-05	8.00E-05	0.0005	0.00019							0.00011																	
Pizza sauce	Soups	0.054	54	8.7	0	0.00014	1.2	2	1.00E-05	0.0009	0.021	0.46	6.7	0	0	0	0.05	0.1	0.354	2.2	0.46		0.348	0	667		6.00E-05	2.00E-08	5.00E-05	0.0014	0.00037	0.00014	0.011	0.00025							0.00022				3.8													
Tomato bisque	Soups	0.031	96	18	0.004	0.0001	2	0.8	1.20E-05	0.00064	0.007	0.53	18				0.047	0.87	0.325	1.8	0.42		0.698		562	3.20E-05	5.00E-05	0	6.00E-05	0.00089	0.0001	7.00E-05	0.0046	0.00046			3.00E-05	6.00E-05	0.0001	7.00E-05	0.0002	2.00E-05	6.00E-05			5.00E-05	2.00E-05	7.00E-05										
Tabasco	Soups	0.012	12	0.8	0	8.00E-05	0.76	0.6	1.00E-06	0.0012	0.012	0.06	0.2	0	0	0	0.023	0.4	0.128	1.3	0.11	5.00E-07	0.633		1640	8.20E-05	3.00E-05	0	8.00E-05	0.00018	0.00011	0.00015	0.0045	0.00016	0		3.00E-05	4.00E-05	7.00E-05	6.00E-05	0.00011	2.00E-05	4.00E-05		0.13	5.00E-05	2.00E-05	6.00E-05	0	1.00E-05	2.00E-07							
Chicken soup	Soups	0.003	36	3.5	0.003	5.00E-05	1.2	0	5.00E-06	0.00021	0.004	0.58	3.5	0	0	0	0.027	0.21	0.105	2.5	0.32	2.20E-06	0.143		3	1.00E-06	4.00E-05	0	9.00E-05	0.0016		6.00E-05	0.0002	0.00014	0.0092										1.6				0	3.00E-05	2.00E-07							
Fish soup	Soups	0.003	16	0	0.001	6.00E-05	0.81	0	2.00E-06	1.00E-05	0.007	0.24	0	0.05	0.02	0.04	0.056	0.14	0.144	2.3	0.2	1.00E-06	0.156		6	2.00E-06	3.00E-05	6.90E-07	8.00E-05	0.0012	0.00033	4.00E-05	0.0001	6.00E-05	0.007						5.00E-05				0				0	0.00017	0							
Oyster sauce	Soups	0.032	51	11	0	0.00015	0.25	0.3	1.50E-05	0.00018	0.004	0.07	11	0	0	0	0.022	0.07	0.054	1.4	0.04	4.40E-06	2.733		0	0	1.00E-05	4.10E-07	0.00012	0.0015	2.00E-05	2.00E-05	0.0001	9.00E-05	0.0035						5.00E-05				0				0	0	0							
Shark fin soup	Soups	0.01	46	3.8	0.002	0.00011	2	0	9.00E-06	0.00094	0.007	0.58	3.8	0.12	0.04	0.09	0.021	0.34	0.053	3.2	0.5		0.501		0	0	3.00E-05	1.90E-07	4.00E-05	0.00049	0.00013	3.00E-05	0.0001	0.00082							2.00E-05																	
Bean and ham soup	Soups	0.038	81	14	0.002	8.00E-05	1	4	2.90E-05	0.001	0.019	0.42	9.7	0	0	0	0.013	0.27	0.158	4.2	0.25	4.30E-06	0.187		702	3.50E-05	6.00E-05	3.00E-08	3.00E-05	0.00032	0.00013	5.00E-05	0.0011	0.00053	0.018						0.00023				3.2				0	0.00039	5.10E-06							
Cream of Broccoli Soup	Soups	0.016	56	8.1	0.004		1.6	1.6		0			6.5							1.6	0.4		0.565	0	81								0												0.81													
Cream of celery soup	Soups	0.075	66	5.9	0.013	6.00E-05	3.9	0.3	3.00E-06	0.00028	0.009	0.99	5.6	0	0	0	0.061	1.1	0.125	2.3	1.6	1.90E-06	0.272		186		3.00E-05	2.00E-07	0.0001	0.00018	0.00061	3.00E-05	0.0006	8.00E-05			6.00E-05	0.00013	0.00021	0.00016	0.0001	5.00E-05	0.00011			0.0001	3.00E-05	0.00015										
Vegetable soup	Soups	0.02	65	12	0	0.00023	0.9	2.1	1.20E-05	0.00066	0.025	0.2	10	0	0	0	0.045	0.4	0.433	2.2	0.15	4.00E-06	0.385		1721	8.60E-05	0.00011	0	9.00E-05	0.0015	0.00035	0.00017	0.0008	0.0004	0.009						0.00025				4.3				0	0.0014	4.20E-06							
Beef noodle soup	Soups	0.008	34	3.6	0.002	6.00E-05	1.2	0.3	8.00E-06	0.00044	0.003	0.5	3.3	0	0	0	0.019	0.2	0.04	1.9	0.46	3.00E-06	0.325		101	5.00E-06	3.00E-05	8.00E-08	2.00E-05	0.00043	8.00E-05	2.00E-05	0.0002	0.00062	0.007						0.00011				1				0	0.0005	8.00E-07							
Minestrone	Soups	0.014	34	4.7	0.001	5.00E-05	1	0.4	1.50E-05	0.00038	0.003	0.29	4.3	0	0	0	0.023	0.46	0.13	1.8	0.23		0.254		970	4.90E-05	2.00E-05	0	2.00E-05	0.00039	0.00014	4.00E-05	0.0005	0.00031			3.00E-05	5.00E-05	0.0001	8.00E-05	0.00015	2.00E-05	6.00E-05			4.00E-05	1.00E-05	7.00E-05										
Cream of mushroom soup	Soups	0.007	39	3.3	0	2.00E-05	2.6	0.3	1.00E-06	9.00E-05	0.002	0.6	3	0	0	0	0.012	1.4	0.031	0.66	0.47	1.40E-06	0.34		4	1.00E-06	1.00E-05	0	1.00E-05	0.00017	7.00E-05	1.00E-05	0	6.00E-05	0.0047						2.00E-05				0.2				1.00E-07	0.00024	9.60E-06							
Pea soup	Soups	0.012	61	9.9	0	0.00015	1.1	1.9	1.00E-06	0.00073	0.015	0.37	8	0	0	0	0.047	0.14	0.071	3.2	0.52	3.60E-06	0.336		12	3.00E-06	4.00E-05	0	3.00E-05	0.00046	5.00E-05	2.00E-05	0.0006	0.00064	0.013						0.00025				3.2				0	9.00E-05	2.00E-07							
Chicken noodle soup	Soups	0.002	23	3.7	0.004	1.00E-05	0.55	0.1	7.00E-06	0.0002	0.003	0.21	3.6	0	0	0	0.012	0.16	0.013	0.84	0.12	3.80E-06	0.229		11	1.00E-06	8.00E-05	2.00E-08	3.00E-05	0.00043	4.00E-05	1.00E-05	0	8.00E-05	0.0049						3.00E-05				0.31				0	5.00E-05	1.40E-06							
Chicken tortilla soup	Soups	0.008	53	8.2	0.004		0.82	1.2		0.00015			7							2.9	0.41		0.347	0	82								0												1.6													
Bisque	Soups	0.016	50	9.6	0.002	5.00E-05	1	0.2	6.00E-06	0.00033	0.004	0.28	9.4				0.024	0.45	0.169	0.92	0.22		0.424		292	1.80E-05	3.00E-05	0	3.00E-05	0.00047	5.00E-05	4.00E-05	0.0024	0.00024			2.00E-05	3.00E-05	5.00E-05	4.00E-05	0.0001	1.00E-05	3.00E-05			3.00E-05	1.00E-05	4.00E-05										
Tomato soup	Soups	0.008	32	7.5	0	3.00E-05	0.21	0.5	0	0.00029	0.007	0.07	7	0	0	0	0.015	0.08	0.275	0.71	0.06	1.50E-06	0.186		192	1.00E-05	2.00E-05	0	1.00E-05	0.00042		4.00E-05	0.0063	9.00E-05	0.0063						7.00E-05				4				0	0.00017	1.50E-06							
Ramen noodle soup	Soups	0.021	440	60	0	0.00013	18	2.9	0.000116	0.0041	0.025	6.2	57	0	0	0	0.115	2.2	0.181	10	8.1	2.30E-05	1.855	0.07	12	1.00E-06	0.00045	2.50E-07	0.00026	0.0054	0.00044	4.00E-05	0.0003	0.0006	0.0055	0					0.00063			56	2				0	0.0024	8.90E-06	0.06	0	0.01	0	0	2.1	
Chipotle salsa	Soups	0	25	6.3	0		0	3.1		0			3.2							0	0		0.719		625								0												6.3													
Enchilada sauce	Soups		40	8.3	0		0	1.7		0.0006			6.6							1.7	0		0.867		667								0.002												6.7													
Picante sauce	Soups		25	6.3	0		0	3.1					3.2							0	0		0.688		625																				6.3													
Taco sauce	Soups	0	50	13	0		0	0		0			13							0	0		0.813		625								0												6.3													
Indian masala	Soups	0.022	57	11	0		0.88	2.6		0.001			7.9							3.3	0.18		0.092	0									0												2.3													
Sriracha	Soups	0.018	93	19		6.00E-05	0.93	2.2	2.20E-05	0.0016	0.016		17				0.046		0.321	1.9		4.00E-07	2.124		2574	0.000129	8.00E-05		0.00022	0.0012	0.00038	0.00046	0.027	0.00024		8.2					0.00015				15					0.0048	1.10E-05							
Cheese sauce	Soups	0.204	438	61	0.023	9.00E-05	18	1	0.000134	0.0005	0.036	6.9	60	0	0	0	0.283	0.98	0.428	7.7	8.4		3.202		202	5.60E-05	0.00021	4.60E-07	0.00068	0.0024	0.0015	0.00018	0.0009	0.0011							5.00E-05				10													
Chowder	Soups		99	7.5	0.011		6.3	0.9				1.3	6.6					1.9		3.1	1.8		0.299		1150	5.80E-05																																
Alfredo sauce	Soups	0.467	535	37	0.056	6.00E-05	36	2	4.00E-06	0.00094	0.032	14	35	0	0	0	0.415	8.6	0.254	15	13	9.30E-06	2.59		213	5.40E-05	0.00016	3.80E-07	5.00E-05	0.0021	0.001	0.00013	0	0.0015							6.00E-05				5.4					0.0018	6.20E-06							
Chili sauce	Soups	0.009	21	3.9	0	9.00E-05	0.6	0.7	1.10E-05	0.0005	0.012	0.41	3.2	0	0	0	0.016	0.07	0.564	0.9	0.08	2.00E-07	0.025		458	2.30E-05	1.00E-05	0	9.00E-05	0.0006		0.00014	0.03	0.00015	0.0061										2.6				0	0.00036	6.70E-06							
Worcestershire sauce	Soups	0.107	78	19	0	0.0002	0	0	8.00E-06	0.0053	0.013	0	19	0	0	0	0.06	0	0.8	0	0	5.00E-07	0.98		79	5.00E-06	7.00E-05	0	0.00013	0.0007		0	0.013	0.00019	0.0027										10				0	8.00E-05	1.00E-06							
Dashi	Soups	0.187	438	65	0.013	0	14	0.2	2.10E-05	0.001	0.056	5.4	65	0	0	0	0.166	4.5	0.309	17	3.4	2.80E-05	1.067		500	2.50E-05	0.0001	3.00E-07	0.00043	0.0025		0.0001	0.0011	9.00E-05	0.115										14				0	0.00072	6.70E-05							
Succotash	Soups	0.018	99	20	0	0.00019	1	3.8	4.00E-05	0.0018	0.048	0.2	16				0.113	0.49	0.369	5	0.19	6.00E-07	0.004	0	292	1.50E-05	0.00021	0	8.00E-05	0.0016	0.00013	0.00013	0.015	0.00061			0.00016	0.00028	0.00044	0.0003	0.00069	7.00E-05	0.00024			0.00021	6.00E-05	0.00031	0									
Egg Drop Soup	Soups	0.007	27	4.3	0.023	2.00E-05	0.61	0.4	7.00E-06	0.00026	0.002	0.19	3.9	0	0	0	0.015	0.13	0.022	1.2	0.17	4.00E-07	0.37	0	89	2.00E-05	2.00E-05	3.00E-08	2.00E-05	0.00016	0.00012	2.00E-05	0.0065	9.00E-05	0.033		1.00E-05	3.00E-05	5.00E-05	5.00E-05	1.00E-05	2.00E-05	3.00E-05	2.5	0.09	4.00E-05	3.00E-05	4.00E-05	2.00E-07	0.00013	1.20E-06	0.01	0	0	0	0	0.11	
Hot and sour soup	Soups	0.019	39	4.4	0.021	3.00E-05	1.2	0.5	8.00E-06	0.00064	0.009	0.29	3.9	0	0	0	0.032	0.31	0.055	2.6	0.23	4.00E-07	0.376	0	34	9.00E-06	3.00E-05	1.00E-07	3.00E-05	0.00051	0.00023	6.00E-05	0	0.00022	0.04	0	6.00E-05	8.00E-05	0.00015	0.153	9.00E-05	4.00E-05	9.00E-05	2.4	0.42	0.00011	2.00E-05	9.00E-05	1.00E-07	0.00039	1.10E-06	0.03	0	0	0	0	0.27	
Wonton soup	Soups	0.005	32	5.3	0.004	2.00E-05	0.26	0.2	1.30E-05	0.00021	0.003	0.08	5.1	0	0	0	0.018	0.07	0.032	2.1	0.06	1.10E-06	0.406	0	13	1.00E-06	2.00E-05	9.00E-08	2.00E-05	0.00058	0.00014	8.00E-05	0.0007	0.00012	0.019	0	4.00E-05	6.00E-05	0.00012	6.00E-05	3.00E-05	3.00E-05	7.00E-05	4.8	0.34	8.00E-05	1.00E-05	7.00E-05	0	6.00E-05	9.00E-07	0	0	0	0	0	0.07	
Tomatillo Salsa Verde	Soups	0	47	6.3	0		1.6	0		0			6.3						0.203	0	0		0.719		625								0.0038												6.3													
Tartar sauce	Soups	0.026	211	13	0.007	2.00E-05	17	0.5	5.00E-06	0.00025	0.006	3.6	13	0.01	0	0	0.017	9	0.068	1	3.3	9.00E-07	0.667		165	1.10E-05	2.00E-05	2.00E-08	3.00E-05	9.00E-05	7.00E-05	4.00E-05	0.0023	0.00012	0.008						0.00011				4.3				0	0.0017	5.00E-05							
Potato flour	Baked Products	0.065	357	83	0	0.0002	0.34	5.9	2.50E-05	0.0014	0.065	0.01	77	0	0	0	0.168	0.15	1.001	6.9	0.09	1.10E-06	0.055	0	0	0	0.00023	0	5.00E-05	0.0035	0.00047	0.00077	0.0038	0.00054	0.04		0.00017	0.0003	0.00043	0.00041	0.00031	0.00011	0.00032		3.5	0.00028	0.00012	0.00036	0	0.00025	0							
Corn pudding	Baked Products	0.039	131	17	0.072	4.00E-05	5	1.2	2.90E-05	0.00053	0.015	1.5	16	0.01	0	0	0.09	0.55	0.176	4.4	2.5	6.10E-06	0.282	0.09	296	5.70E-05	7.00E-05	3.10E-07	0.00015	0.001		0.00013	0.0037	0.00048	0.056		0.00011	0.0002	0.00044	0.00033	8.00E-05	0.00011	0.00022	8.7	6.6	0.00017	6.00E-05	0.00026	5.00E-07	0.00027	5.00E-07							
Biscuit	Baked Products	0.235	353	45	0.003	8.00E-05	16	1.5	6.10E-05	0.0029	0.018	6.9	43	0	0	0	0.164	4.2	0.121	7	4.3	2.00E-05	0.58		82		0.00036	8.00E-08	0.00031	0.0029	0.00029	4.00E-05	0.0002	0.00054			0.00016	0.00027	0.00051	0.00023	0.00038	0.00013	0.00035		2.2	0.00021	9.00E-05	0.00031										
Banana bread	Baked Products	0.021	326	55	0.043	7.00E-05	11	1.1	3.30E-05	0.0014	0.014	4.5	54	0	0	0	0.058	3.1	0.134	4.3	2.2	1.20E-05	0.302		493	0.000106	0.00017	1.00E-07	0.0002	0.0014	0.00027	0.00015	0.0017	0.00035			0.00011	0.00018	0.00033	0.00018	0.00021	9.00E-05	0.00022			0.00015	5.00E-05	0.00021										
Cornbread	Baked Products	0.135	330	54	0.057	7.00E-05	9.6	2.3	5.50E-05	0.0019	0.017	3.5	52	0.01	0	0	0.391	2	0.133	6.6	3.7	8.70E-06	0.599	0.22	168	3.50E-05	0.00019	2.30E-07	0.00018	0.002	0.00058	9.00E-05	0.0001	0.00067	0.059	0.2	0.00017	0.00027	0.00066	0.00032	0.00022	0.00016	0.00034	36	16	0.00023	6.00E-05	0.00033	0	0.00051	3.70E-06	0.08	0.04	0	0	0.01	1.7	
Egg bread	Baked Products	0.093	287	48	0.051	0.00016	6	2.3	0.000105	0.003	0.019	2.3	46	0.01	0	0	0.106	1.1	0.115	9.5	1.6	3.00E-05	0.38		211	6.30E-05	0.00044	1.00E-07	0.00044	0.0048	0.00028	6.00E-05	0	0.00079	0.084		0.00021	0.00039	0.00069	0.00031	0.0005	0.00019	0.00048		1.8	0.00031	0.00011	0.00044	4.00E-07	0.00026	9.00E-07							
Dough	Baked Products	0.052	272	52	0	0.00015	2.4	2.2	0.000123	0.0039	0.032	0.36	50	0	0	0	0.105	0.86	0.117	11	0.53	2.90E-05	0.602	0.01	1	0	0.00071	0	0.00043	0.0048	0.00046	0.00011	0	0.001	0.008	0.51					0.00058			44	4.6				0	0.00021	7.00E-07	0.06	0	0	0	0	0.79	
French bread	Baked Products	0.047	319	62	0	0.00015	2.1	3.1	0.00014	0.0039	0.031	0.39	59	0	0	0	0.126	0.83	0.14	13	0.5	3.00E-05	0.72		0	0	0.00043	0	0.00037	0.0054	0.00062	0.0001	0.0002	0.0011	0.018		0.00023	0.00042	0.00076	0.00033	0.00057	0.00017	0.00054		3.6	0.00032	0.00013	0.00048	0	0.00019	5.00E-07	0.05	0	0				
